transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
9293,01/17/2023,08:30:36 AM,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
9294,01/17/2023,08:31:05 AM,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
9295,01/17/2023,08:31:05 AM,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
9296,01/17/2023,08:32:22 AM,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
9297,01/17/2023,08:32:40 AM,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
9298,01/17/2023,08:33:43 AM,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
9299,01/17/2023,08:33:43 AM,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
9300,01/17/2023,08:33:59 AM,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
9301,01/17/2023,08:34:37 AM,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
9302,01/17/2023,08:40:17 AM,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
9303,01/17/2023,08:40:38 AM,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
9304,01/17/2023,08:40:45 AM,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
9305,01/17/2023,08:40:45 AM,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
9306,01/17/2023,08:40:58 AM,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
9307,01/17/2023,08:42:08 AM,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
9308,01/17/2023,08:44:33 AM,1,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
9309,01/17/2023,08:45:40 AM,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
9310,01/17/2023,08:46:10 AM,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
9311,01/17/2023,08:46:10 AM,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
9312,01/17/2023,08:47:00 AM,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
9313,01/17/2023,08:47:00 AM,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
9314,01/17/2023,08:48:43 AM,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
9315,01/17/2023,08:49:53 AM,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
9316,01/17/2023,08:50:02 AM,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9317,01/17/2023,08:50:12 AM,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
9318,01/17/2023,08:50:54 AM,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9319,01/17/2023,08:50:54 AM,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
9320,01/17/2023,08:50:54 AM,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
9321,01/17/2023,08:54:12 AM,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
9322,01/17/2023,08:54:39 AM,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
9323,01/17/2023,08:54:39 AM,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
9324,01/17/2023,08:55:02 AM,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
9325,01/17/2023,08:55:51 AM,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
9326,01/17/2023,08:55:51 AM,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
9327,01/17/2023,08:55:51 AM,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
9328,01/17/2023,08:55:53 AM,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
9329,01/17/2023,08:56:52 AM,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9330,01/17/2023,08:57:40 AM,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
9331,01/17/2023,08:57:45 AM,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
9332,01/17/2023,08:59:09 AM,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
9333,01/17/2023,09:03:26 AM,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
9334,01/17/2023,09:03:26 AM,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
9335,01/17/2023,09:03:35 AM,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
9336,01/17/2023,09:04:41 AM,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
9337,01/17/2023,09:04:41 AM,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
9338,01/17/2023,09:05:20 AM,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
9339,01/17/2023,09:05:20 AM,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
9340,01/17/2023,09:05:20 AM,8,8,Hell's Kitchen,8,45,Coffee beans,Premium Beans,Civet Cat
9341,01/17/2023,09:06:55 AM,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
9342,01/17/2023,09:12:50 AM,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
9343,01/17/2023,09:13:00 AM,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
9344,01/17/2023,09:17:10 AM,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
9345,01/17/2023,09:17:10 AM,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
9346,01/17/2023,09:19:04 AM,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
9347,01/17/2023,09:19:21 AM,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
9348,01/17/2023,09:20:04 AM,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
9349,01/17/2023,09:20:13 AM,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
9350,01/17/2023,09:21:11 AM,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
9351,01/17/2023,09:21:57 AM,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
9352,01/17/2023,09:22:04 AM,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
9353,01/17/2023,09:25:33 AM,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
9354,01/17/2023,09:26:12 AM,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
9355,01/17/2023,09:27:48 AM,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
9356,01/17/2023,09:27:48 AM,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
9357,01/17/2023,09:28:04 AM,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
9358,01/17/2023,09:28:04 AM,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
9359,01/17/2023,09:29:00 AM,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
9360,01/17/2023,09:29:44 AM,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
9361,01/17/2023,09:30:46 AM,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
9362,01/17/2023,09:30:46 AM,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
9363,01/17/2023,09:36:03 AM,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
9364,01/17/2023,09:36:03 AM,1,5,Lower Manhattan,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend
9365,01/17/2023,09:36:03 AM,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
9366,01/17/2023,09:37:28 AM,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9367,01/17/2023,09:38:28 AM,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
9368,01/17/2023,09:38:40 AM,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
9369,01/17/2023,09:40:36 AM,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
9370,01/17/2023,09:41:51 AM,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
9371,01/17/2023,09:41:57 AM,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
9372,01/17/2023,09:42:34 AM,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9373,01/17/2023,09:42:34 AM,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
9374,01/17/2023,09:43:07 AM,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
9375,01/17/2023,09:45:48 AM,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
9376,01/17/2023,09:45:48 AM,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
9377,01/17/2023,09:46:21 AM,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
9378,01/17/2023,09:46:21 AM,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
9379,01/17/2023,09:47:25 AM,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
9380,01/17/2023,09:47:36 AM,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
9381,01/17/2023,09:47:36 AM,1,3,Astoria,83,14,Branded,Housewares,I Need My Bean! Latte cup
9382,01/17/2023,09:48:05 AM,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
9383,01/17/2023,09:48:21 AM,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
9384,01/17/2023,09:49:24 AM,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
9385,01/17/2023,09:50:28 AM,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
9386,01/17/2023,09:52:46 AM,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
9387,01/17/2023,09:53:25 AM,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
9388,01/17/2023,09:53:25 AM,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
9389,01/17/2023,09:53:28 AM,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
9390,01/17/2023,09:53:28 AM,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
9391,01/17/2023,09:53:50 AM,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
9392,01/17/2023,09:53:50 AM,1,8,Hell's Kitchen,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend
9393,01/17/2023,09:55:47 AM,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
9394,01/17/2023,09:55:47 AM,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
9395,01/17/2023,09:55:47 AM,8,8,Hell's Kitchen,8,45,Coffee beans,Premium Beans,Civet Cat
9396,01/17/2023,09:58:43 AM,3,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
9397,01/17/2023,09:58:43 AM,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
9398,01/17/2023,09:59:29 AM,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
9399,01/17/2023,09:59:29 AM,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
9400,01/17/2023,09:59:33 AM,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
9401,01/17/2023,09:59:35 AM,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
9402,01/17/2023,09:59:35 AM,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
9403,01/17/2023,09:59:35 AM,1,5,Lower Manhattan,10,10,Coffee beans,Green beans,Guatemalan Sustainably Grown
9404,01/17/2023,10:00:55 AM,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
9405,01/17/2023,10:00:55 AM,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
9406,01/17/2023,10:01:41 AM,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
9407,01/17/2023,10:03:45 AM,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
9408,01/17/2023,10:03:45 AM,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
9409,01/17/2023,10:09:05 AM,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9410,01/17/2023,10:09:44 AM,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
9411,01/17/2023,10:09:49 AM,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
9412,01/17/2023,10:09:49 AM,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
9413,01/17/2023,10:09:49 AM,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
9414,01/17/2023,10:09:58 AM,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
9415,01/17/2023,10:09:58 AM,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
9416,01/17/2023,10:09:58 AM,1,5,Lower Manhattan,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai
9417,01/17/2023,10:11:47 AM,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
9418,01/17/2023,10:11:47 AM,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
9419,01/17/2023,10:12:13 AM,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
9420,01/17/2023,10:12:51 AM,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
9421,01/17/2023,10:13:09 AM,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9422,01/17/2023,10:13:09 AM,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
9423,01/17/2023,10:13:53 AM,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
9424,01/17/2023,10:14:41 AM,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
9425,01/17/2023,10:15:36 AM,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
9426,01/17/2023,10:15:36 AM,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
9427,01/17/2023,10:16:48 AM,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
9428,01/17/2023,10:17:05 AM,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
9429,01/17/2023,10:17:05 AM,1,3,Astoria,83,14,Branded,Housewares,I Need My Bean! Latte cup
9430,01/17/2023,10:19:14 AM,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
9431,01/17/2023,10:23:02 AM,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
9432,01/17/2023,10:24:15 AM,3,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
9433,01/17/2023,10:24:15 AM,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
9434,01/17/2023,10:24:39 AM,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
9435,01/17/2023,10:24:39 AM,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
9436,01/17/2023,10:25:14 AM,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
9437,01/17/2023,10:25:39 AM,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9438,01/17/2023,10:25:39 AM,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
9439,01/17/2023,10:25:39 AM,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
9440,01/17/2023,10:25:39 AM,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
9441,01/17/2023,10:25:44 AM,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
9442,01/17/2023,10:26:28 AM,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
9443,01/17/2023,10:26:34 AM,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
9444,01/17/2023,10:26:38 AM,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9445,01/17/2023,10:26:48 AM,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
9446,01/17/2023,10:26:49 AM,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
9447,01/17/2023,10:28:46 AM,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
9448,01/17/2023,10:28:46 AM,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
9449,01/17/2023,10:30:25 AM,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
9450,01/17/2023,10:30:25 AM,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
9451,01/17/2023,10:30:44 AM,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
9452,01/17/2023,10:31:49 AM,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
9453,01/17/2023,10:31:49 AM,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
9454,01/17/2023,10:31:54 AM,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
9455,01/17/2023,10:32:04 AM,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
9456,01/17/2023,10:32:47 AM,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
9457,01/17/2023,10:32:47 AM,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
9458,01/17/2023,10:33:26 AM,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
9459,01/17/2023,10:34:08 AM,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
9460,01/17/2023,10:35:33 AM,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
9461,01/17/2023,10:35:56 AM,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
9462,01/17/2023,10:36:17 AM,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
9463,01/17/2023,10:36:17 AM,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
9464,01/17/2023,10:36:57 AM,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
9465,01/17/2023,10:36:57 AM,2,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
9466,01/17/2023,10:36:57 AM,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
9467,01/17/2023,10:37:19 AM,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
9468,01/17/2023,10:37:19 AM,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
9469,01/17/2023,10:38:42 AM,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
9470,01/17/2023,10:39:02 AM,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
9471,01/17/2023,10:39:02 AM,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
9472,01/17/2023,10:39:02 AM,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
9473,01/17/2023,10:40:06 AM,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
9474,01/17/2023,10:40:06 AM,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
9475,01/17/2023,10:40:08 AM,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9476,01/17/2023,10:40:08 AM,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
9477,01/17/2023,10:41:08 AM,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
9478,01/17/2023,10:42:00 AM,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
9479,01/17/2023,10:42:42 AM,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
9480,01/17/2023,10:42:42 AM,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
9481,01/17/2023,10:43:05 AM,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
9482,01/17/2023,10:43:36 AM,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
9483,01/17/2023,10:44:15 AM,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
9484,01/17/2023,10:46:26 AM,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
9485,01/17/2023,10:48:02 AM,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
9486,01/17/2023,10:48:50 AM,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
9487,01/17/2023,10:48:50 AM,1,3,Astoria,82,12,Branded,Housewares,I Need My Bean! Diner mug
9488,01/17/2023,10:49:17 AM,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
9489,01/17/2023,10:49:17 AM,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
9490,01/17/2023,10:49:23 AM,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9491,01/17/2023,10:49:44 AM,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
9492,01/17/2023,10:49:44 AM,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
9493,01/17/2023,10:49:54 AM,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
9494,01/17/2023,10:49:54 AM,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
9495,01/17/2023,10:54:04 AM,2,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
9496,01/17/2023,10:54:04 AM,2,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
9497,01/17/2023,10:54:04 AM,1,8,Hell's Kitchen,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate
9498,01/17/2023,10:55:44 AM,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
9499,01/17/2023,10:58:48 AM,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
9500,01/17/2023,11:01:53 AM,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
9501,01/17/2023,11:10:28 AM,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
9502,01/17/2023,11:10:59 AM,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
9503,01/17/2023,11:10:59 AM,1,8,Hell's Kitchen,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai
9504,01/17/2023,11:11:24 AM,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
9505,01/17/2023,11:12:00 AM,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
9506,01/17/2023,11:12:00 AM,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
9507,01/17/2023,11:15:26 AM,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
9508,01/17/2023,11:16:18 AM,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
9509,01/17/2023,11:18:48 AM,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
9510,01/17/2023,11:18:48 AM,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
9511,01/17/2023,11:21:00 AM,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
9512,01/17/2023,11:22:44 AM,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
9513,01/17/2023,11:26:40 AM,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
9514,01/17/2023,11:29:50 AM,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
9515,01/17/2023,11:33:05 AM,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
9516,01/17/2023,11:33:05 AM,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
9517,01/17/2023,11:33:58 AM,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
9518,01/17/2023,11:38:13 AM,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
9519,01/17/2023,11:39:10 AM,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
9520,01/17/2023,11:52:32 AM,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
